LineId,Date,Time,Level,Component,Content,EventId,EventTemplate,ParameterList,Message
331,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1300'],Got assigned task 1300
332,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '20.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1300)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['20.0', '28.0', '1300)']",Running task 20.0 in stage 28.0 (TID 1300)
333,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '15', '25', '0']","Times: total = 40, boot = 15, init = 25, finish = 0"
334,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1301'],Got assigned task 1301
335,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '16', '25', '1']","Times: total = 42, boot = 16, init = 25, finish = 1"
336,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '21.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1301)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['21.0', '28.0', '1301)']",Running task 21.0 in stage 28.0 (TID 1301)
337,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1302'],Got assigned task 1302
338,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '22.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1302)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['22.0', '28.0', '1302)']",Running task 22.0 in stage 28.0 (TID 1302)
339,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_20', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_20'],Found block rdd_42_20 locally
340,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '18.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1298).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['18.0', '28.0', '1298).', '2087']",Finished task 18.0 in stage 28.0 (TID 1298). 2087 bytes result sent to driver
341,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '19.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1299).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['19.0', '28.0', '1299).', '2087']",Finished task 19.0 in stage 28.0 (TID 1299). 2087 bytes result sent to driver
342,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1303'],Got assigned task 1303
343,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_21', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_21'],Found block rdd_42_21 locally
344,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '23.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1303)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['23.0', '28.0', '1303)']",Running task 23.0 in stage 28.0 (TID 1303)
345,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_22', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_22'],Found block rdd_42_22 locally
346,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1304'],Got assigned task 1304
347,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '24.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1304)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['24.0', '28.0', '1304)']",Running task 24.0 in stage 28.0 (TID 1304)
348,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_24', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_24'],Found block rdd_42_24 locally
349,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_23', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_23'],Found block rdd_42_23 locally
350,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '22', '19', '1']","Times: total = 42, boot = 22, init = 19, finish = 1"
351,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['38', '18', '20', '0']","Times: total = 38, boot = 18, init = 20, finish = 0"
352,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '20.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1300).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['20.0', '28.0', '1300).', '2087']",Finished task 20.0 in stage 28.0 (TID 1300). 2087 bytes result sent to driver
353,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '21.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1301).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['21.0', '28.0', '1301).', '2087']",Finished task 21.0 in stage 28.0 (TID 1301). 2087 bytes result sent to driver
354,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '14', '28', '0']","Times: total = 42, boot = 14, init = 28, finish = 0"
355,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1305'],Got assigned task 1305
356,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '25.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1305)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['25.0', '28.0', '1305)']",Running task 25.0 in stage 28.0 (TID 1305)
357,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1306'],Got assigned task 1306
358,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '22.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1302).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['22.0', '28.0', '1302).', '2087']",Finished task 22.0 in stage 28.0 (TID 1302). 2087 bytes result sent to driver
359,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '26.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1306)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['26.0', '28.0', '1306)']",Running task 26.0 in stage 28.0 (TID 1306)
360,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['39', '15', '23', '1']","Times: total = 39, boot = 15, init = 23, finish = 1"
361,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_25', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_25'],Found block rdd_42_25 locally
362,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1307'],Got assigned task 1307
363,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '27.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1307)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['27.0', '28.0', '1307)']",Running task 27.0 in stage 28.0 (TID 1307)
364,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '24.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1304).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['24.0', '28.0', '1304).', '2087']",Finished task 24.0 in stage 28.0 (TID 1304). 2087 bytes result sent to driver
365,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['43', '15', '27', '1']","Times: total = 43, boot = 15, init = 27, finish = 1"
366,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_26', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_26'],Found block rdd_42_26 locally
367,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '23.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1303).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['23.0', '28.0', '1303).', '2087']",Finished task 23.0 in stage 28.0 (TID 1303). 2087 bytes result sent to driver
368,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1308'],Got assigned task 1308
369,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '28.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1308)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['28.0', '28.0', '1308)']",Running task 28.0 in stage 28.0 (TID 1308)
370,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_27', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_27'],Found block rdd_42_27 locally
371,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1309'],Got assigned task 1309
372,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '29.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1309)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['29.0', '28.0', '1309)']",Running task 29.0 in stage 28.0 (TID 1309)
373,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_28', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_28'],Found block rdd_42_28 locally
374,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_29', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_29'],Found block rdd_42_29 locally
375,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '17', '23', '1']","Times: total = 41, boot = 17, init = 23, finish = 1"
376,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '17', '24', '0']","Times: total = 41, boot = 17, init = 24, finish = 0"
377,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '25.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1305).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['25.0', '28.0', '1305).', '2087']",Finished task 25.0 in stage 28.0 (TID 1305). 2087 bytes result sent to driver
378,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '26.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1306).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['26.0', '28.0', '1306).', '2087']",Finished task 26.0 in stage 28.0 (TID 1306). 2087 bytes result sent to driver
379,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '27', '13', '0']","Times: total = 40, boot = 27, init = 13, finish = 0"
380,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1310'],Got assigned task 1310
381,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '30.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1310)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['30.0', '28.0', '1310)']",Running task 30.0 in stage 28.0 (TID 1310)
382,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1311'],Got assigned task 1311
383,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '31.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1311)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['31.0', '28.0', '1311)']",Running task 31.0 in stage 28.0 (TID 1311)
384,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '26', '14', '0']","Times: total = 40, boot = 26, init = 14, finish = 0"
385,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '27.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1307).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['27.0', '28.0', '1307).', '2087']",Finished task 27.0 in stage 28.0 (TID 1307). 2087 bytes result sent to driver
386,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_30', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_30'],Found block rdd_42_30 locally
387,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '28.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1308).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['28.0', '28.0', '1308).', '2087']",Finished task 28.0 in stage 28.0 (TID 1308). 2087 bytes result sent to driver
388,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1312'],Got assigned task 1312
389,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '16', '25', '1']","Times: total = 42, boot = 16, init = 25, finish = 1"
390,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '32.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1312)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['32.0', '28.0', '1312)']",Running task 32.0 in stage 28.0 (TID 1312)
391,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_31', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_31'],Found block rdd_42_31 locally
392,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1313'],Got assigned task 1313
393,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '33.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1313)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['33.0', '28.0', '1313)']",Running task 33.0 in stage 28.0 (TID 1313)
394,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '29.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1309).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['29.0', '28.0', '1309).', '2087']",Finished task 29.0 in stage 28.0 (TID 1309). 2087 bytes result sent to driver
395,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_32', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_32'],Found block rdd_42_32 locally
396,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1314'],Got assigned task 1314
397,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '34.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1314)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['34.0', '28.0', '1314)']",Running task 34.0 in stage 28.0 (TID 1314)
398,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_33', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_33'],Found block rdd_42_33 locally
399,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_34', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_34'],Found block rdd_42_34 locally
400,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '18', '22', '0']","Times: total = 40, boot = 18, init = 22, finish = 0"
401,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['41', '19', '22', '0']","Times: total = 41, boot = 19, init = 22, finish = 0"
402,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '30.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1310).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['30.0', '28.0', '1310).', '2087']",Finished task 30.0 in stage 28.0 (TID 1310). 2087 bytes result sent to driver
403,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '31.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1311).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['31.0', '28.0', '1311).', '2087']",Finished task 31.0 in stage 28.0 (TID 1311). 2087 bytes result sent to driver
404,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '15', '25', '0']","Times: total = 40, boot = 15, init = 25, finish = 0"
405,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1315'],Got assigned task 1315
406,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '35.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1315)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['35.0', '28.0', '1315)']",Running task 35.0 in stage 28.0 (TID 1315)
407,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1316'],Got assigned task 1316
408,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '36.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1316)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['36.0', '28.0', '1316)']",Running task 36.0 in stage 28.0 (TID 1316)
409,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '32.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1312).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['32.0', '28.0', '1312).', '2087']",Finished task 32.0 in stage 28.0 (TID 1312). 2087 bytes result sent to driver
410,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['42', '16', '25', '1']","Times: total = 42, boot = 16, init = 25, finish = 1"
411,17/06/09,20:11:10,INFO,storage.BlockManager,"['Found', ' ', 'block', ' ', 'rdd_42_35', ' ', 'locally']",d7f24216,Found block <*> locally,['rdd_42_35'],Found block rdd_42_35 locally
412,17/06/09,20:11:10,INFO,executor.Executor,"['Finished', ' ', 'task', ' ', '33.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1313).', ' ', '<*>', ' ', 'bytes', ' ', 'result', ' ', 'sent', ' ', 'to', ' ', 'driver']",33da0487,Finished task <*> in stage <*> (TID <*> <*> bytes result sent to driver,"['33.0', '28.0', '1313).', '2087']",Finished task 33.0 in stage 28.0 (TID 1313). 2087 bytes result sent to driver
413,17/06/09,20:11:10,INFO,executor.CoarseGrainedExecutorBackend,"['Got', ' ', 'assigned', ' ', 'task', ' ', '<*>']",9ba7fdc2,Got assigned task <*>,['1317'],Got assigned task 1317
414,17/06/09,20:11:10,INFO,executor.Executor,"['Running', ' ', 'task', ' ', '37.0', ' ', 'in', ' ', 'stage', ' ', '28.0', ' ', '(TID', ' ', '1317)']",ae0572db,Running task <*> in stage <*> (TID <*>,"['37.0', '28.0', '1317)']",Running task 37.0 in stage 28.0 (TID 1317)
415,17/06/09,20:11:10,INFO,python.PythonRunner,"['Times', ':', ' ', 'total', ' ', '=', ' ', '<*>', ',', ' ', 'boot', ' ', '=', ' ', '<*>', ',', ' ', 'init', ' ', '=', ' ', '<*>', ',', ' ', 'finish', ' ', '=', ' ', '<*>']",93423942,"Times: total = <*>, boot = <*>, init = <*>, finish = <*>","['40', '14', '25', '1']","Times: total = 40, boot = 14, init = 25, finish = 1"
