LineId,Label,Timestamp,Date,Node,Time,NodeRepeat,Type,Component,Level,Content,EventId,EventTemplate,ParameterList,Message
33,-,1127243510,2005.09.20,NULL,2005-09-20-12.11.50.889778,NULL,RAS,MMCS,ERROR,"['idoproxydb', ' ', 'hit', ' ', 'ASSERT', ' ', 'condition', ':', ' ', 'ASSERT', ' ', 'expression', '=', '<*>', ' ', 'Source', ' ', 'file', '=', 'idotransportmgr.cpp', ' ', 'Source', ' ', 'line', '=', '<*>', ' ', 'Function', '=', 'int', ' ', 'IdoTransportMgr', ':', ':', 'SendPacket(IdoUdpMgr*', ',', ' ', 'BglCtlPavTrace*)']",3c469b21,"idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)","['0', '1043']","idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)"
34,-,1127243514,2005.09.20,NULL,2005-09-20-12.11.54.288690,NULL,RAS,MMCS,ERROR,"['idoproxydb', ' ', 'hit', ' ', 'ASSERT', ' ', 'condition', ':', ' ', 'ASSERT', ' ', 'expression', '=', '<*>', ' ', 'Source', ' ', 'file', '=', 'idotransportmgr.cpp', ' ', 'Source', ' ', 'line', '=', '<*>', ' ', 'Function', '=', 'int', ' ', 'IdoTransportMgr', ':', ':', 'SendPacket(IdoUdpMgr*', ',', ' ', 'BglCtlPavTrace*)']",3c469b21,"idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)","['0', '1043']","idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)"
35,-,1127243528,2005.09.20,NULL,2005-09-20-12.12.08.547906,NULL,RAS,MMCS,ERROR,"['idoproxydb', ' ', 'hit', ' ', 'ASSERT', ' ', 'condition', ':', ' ', 'ASSERT', ' ', 'expression', '=', '<*>', ' ', 'Source', ' ', 'file', '=', 'idotransportmgr.cpp', ' ', 'Source', ' ', 'line', '=', '<*>', ' ', 'Function', '=', 'int', ' ', 'IdoTransportMgr', ':', ':', 'SendPacket(IdoUdpMgr*', ',', ' ', 'BglCtlPavTrace*)']",3c469b21,"idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)","['0', '1043']","idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)"
36,-,1127243531,2005.09.20,NULL,2005-09-20-12.12.11.388103,NULL,RAS,MMCS,ERROR,"['idoproxydb', ' ', 'hit', ' ', 'ASSERT', ' ', 'condition', ':', ' ', 'ASSERT', ' ', 'expression', '=', '<*>', ' ', 'Source', ' ', 'file', '=', 'idotransportmgr.cpp', ' ', 'Source', ' ', 'line', '=', '<*>', ' ', 'Function', '=', 'int', ' ', 'IdoTransportMgr', ':', ':', 'SendPacket(IdoUdpMgr*', ',', ' ', 'BglCtlPavTrace*)']",3c469b21,"idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)","['0', '1043']","idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)"
37,-,1127243536,2005.09.20,NULL,2005-09-20-12.12.16.117396,NULL,RAS,MMCS,ERROR,"['idoproxydb', ' ', 'hit', ' ', 'ASSERT', ' ', 'condition', ':', ' ', 'ASSERT', ' ', 'expression', '=', '<*>', ' ', 'Source', ' ', 'file', '=', 'idotransportmgr.cpp', ' ', 'Source', ' ', 'line', '=', '<*>', ' ', 'Function', '=', 'int', ' ', 'IdoTransportMgr', ':', ':', 'SendPacket(IdoUdpMgr*', ',', ' ', 'BglCtlPavTrace*)']",3c469b21,"idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)","['0', '1043']","idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)"
38,-,1127243560,2005.09.20,NULL,2005-09-20-12.12.40.943077,NULL,RAS,MMCS,ERROR,"['idoproxydb', ' ', 'hit', ' ', 'ASSERT', ' ', 'condition', ':', ' ', 'ASSERT', ' ', 'expression', '=', '<*>', ' ', 'Source', ' ', 'file', '=', 'idotransportmgr.cpp', ' ', 'Source', ' ', 'line', '=', '<*>', ' ', 'Function', '=', 'int', ' ', 'IdoTransportMgr', ':', ':', 'SendPacket(IdoUdpMgr*', ',', ' ', 'BglCtlPavTrace*)']",3c469b21,"idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)","['0', '1043']","idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)"
39,-,1127244289,2005.09.20,R05-M0-N6,2005-09-20-12.24.49.324668,R05-M0-N6,NULL,DISCOVERY,INFO,"['Node', ' ', 'card', ' ', 'VPD', ' ', 'check', ':', ' ', 'U11', ' ', 'node', ' ', 'in', ' ', 'processor', ' ', 'card', ' ', 'slot', ' ', 'J17', ' ', 'do', ' ', 'not', ' ', 'match.', ' ', 'VPD', ' ', 'ecid', ' ', '04D97DB7937BFFFF05071B7054DA', ',', ' ', 'found', ' ', '04D081A3892FFFFF0D0B1C505AF3']",3fd17e58,"Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>","['U11', 'J17', '04D97DB7937BFFFF05071B7054DA', '04D081A3892FFFFF0D0B1C505AF3']","Node card VPD check: U11 node in processor card slot J17 do not match. VPD ecid 04D97DB7937BFFFF05071B7054DA, found 04D081A3892FFFFF0D0B1C505AF3"
40,-,1127245515,2005.09.20,R26-M0-N7,2005-09-20-12.45.15.754325,R26-M0-N7,NULL,DISCOVERY,INFO,"['Node', ' ', 'card', ' ', 'VPD', ' ', 'check', ':', ' ', 'U01', ' ', 'node', ' ', 'in', ' ', 'processor', ' ', 'card', ' ', 'slot', ' ', 'J08', ' ', 'do', ' ', 'not', ' ', 'match.', ' ', 'VPD', ' ', 'ecid', ' ', '075F04E8A27BFFFF07021C3096ED', ',', ' ', 'found', ' ', '04D78137922FFFFF040E1C3052ED']",3fd17e58,"Node card VPD check: <*> node in processor card slot <*> do not match. VPD ecid <*>, found <*>","['U01', 'J08', '075F04E8A27BFFFF07021C3096ED', '04D78137922FFFFF040E1C3052ED']","Node card VPD check: U01 node in processor card slot J08 do not match. VPD ecid 075F04E8A27BFFFF07021C3096ED, found 04D78137922FFFFF040E1C3052ED"
41,-,1127248868,2005.09.20,NULL,2005-09-20-13.41.08.107703,NULL,RAS,MMCS,ERROR,"['idoproxydb', ' ', 'hit', ' ', 'ASSERT', ' ', 'condition', ':', ' ', 'ASSERT', ' ', 'expression', '=', '<*>', ' ', 'Source', ' ', 'file', '=', 'idotransportmgr.cpp', ' ', 'Source', ' ', 'line', '=', '<*>', ' ', 'Function', '=', 'int', ' ', 'IdoTransportMgr', ':', ':', 'SendPacket(IdoUdpMgr*', ',', ' ', 'BglCtlPavTrace*)']",3c469b21,"idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)","['0', '1043']","idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)"
42,-,1127248870,2005.09.20,NULL,2005-09-20-13.41.10.218619,NULL,RAS,MMCS,ERROR,"['idoproxydb', ' ', 'hit', ' ', 'ASSERT', ' ', 'condition', ':', ' ', 'ASSERT', ' ', 'expression', '=', '<*>', ' ', 'Source', ' ', 'file', '=', 'idotransportmgr.cpp', ' ', 'Source', ' ', 'line', '=', '<*>', ' ', 'Function', '=', 'int', ' ', 'IdoTransportMgr', ':', ':', 'SendPacket(IdoUdpMgr*', ',', ' ', 'BglCtlPavTrace*)']",3c469b21,"idoproxydb hit ASSERT condition: ASSERT expression=<*> Source file=idotransportmgr.cpp Source line=<*> Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)","['0', '1043']","idoproxydb hit ASSERT condition: ASSERT expression=0 Source file=idotransportmgr.cpp Source line=1043 Function=int IdoTransportMgr::SendPacket(IdoUdpMgr*, BglCtlPavTrace*)"
43,-,1127264122,2005.09.20,R27-M0-N8-I:J18-U11,2005-09-20-17.55.22.058829,R27-M0-N8-I:J18-U11,RAS,APP,FATAL,"['ciod', ':', ' ', 'Error', ' ', 'loading', ' ', '<*>', ':', ' ', 'invalid', ' ', 'or', ' ', 'missing', ' ', 'program', ' ', 'image', ',', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",6f3620a4,"ciod: Error loading <*>: invalid or missing program image, No such file or directory",['/home/yates//bandwidth.rts'],"ciod: Error loading /home/yates//bandwidth.rts: invalid or missing program image, No such file or directory"
44,-,1127264333,2005.09.20,R45-M0-N0-I:J18-U01,2005-09-20-17.58.53.385609,R45-M0-N0-I:J18-U01,RAS,APP,FATAL,"['ciod', ':', ' ', 'Error', ' ', 'loading', ' ', '/home/yates//torus-latency.rts', ':', ' ', 'invalid', ' ', 'or', ' ', 'missing', ' ', 'program', ' ', 'image', ',', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",6f3620a4,"ciod: Error loading <*>: invalid or missing program image, No such file or directory",['/home/yates//torus-latency.rts'],"ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image, No such file or directory"
45,-,1127264347,2005.09.20,R72-M0-N8-I:J18-U01,2005-09-20-17.59.07.131519,R72-M0-N8-I:J18-U01,RAS,APP,FATAL,"['ciod', ':', ' ', 'Error', ' ', 'loading', ' ', '/home/yates//torus-latency.rts', ':', ' ', 'invalid', ' ', 'or', ' ', 'missing', ' ', 'program', ' ', 'image', ',', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",6f3620a4,"ciod: Error loading <*>: invalid or missing program image, No such file or directory",['/home/yates//torus-latency.rts'],"ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image, No such file or directory"
46,-,1127264397,2005.09.20,R34-M1-N8-I:J18-U01,2005-09-20-17.59.57.105133,R34-M1-N8-I:J18-U01,RAS,APP,FATAL,"['ciod', ':', ' ', 'Error', ' ', 'loading', ' ', '/home/yates//torus-latency.rts', ':', ' ', 'invalid', ' ', 'or', ' ', 'missing', ' ', 'program', ' ', 'image', ',', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",6f3620a4,"ciod: Error loading <*>: invalid or missing program image, No such file or directory",['/home/yates//torus-latency.rts'],"ciod: Error loading /home/yates//torus-latency.rts: invalid or missing program image, No such file or directory"
47,-,1127264475,2005.09.20,R44-M1-NC-I:J18-U01,2005-09-20-18.01.15.836848,R44-M1-NC-I:J18-U01,RAS,APP,FATAL,"['ciod', ':', ' ', 'Error', ' ', 'loading', ' ', '/home/yates//broadcast.rts', ':', ' ', 'invalid', ' ', 'or', ' ', 'missing', ' ', 'program', ' ', 'image', ',', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",6f3620a4,"ciod: Error loading <*>: invalid or missing program image, No such file or directory",['/home/yates//broadcast.rts'],"ciod: Error loading /home/yates//broadcast.rts: invalid or missing program image, No such file or directory"
48,-,1127264516,2005.09.20,R05-M0-N1-C:J06-U11,2005-09-20-18.01.56.398119,R05-M0-N1-C:J06-U11,RAS,KERNEL,FATAL,"['rts', ':', ' ', 'bad', ' ', 'message', ' ', 'header', ':', ' ', 'expecting', ' ', 'type', ' ', '<*>', ' ', 'instead', ' ', 'of', ' ', 'type', ' ', '<*>', ' ', '(softheader', '=', '00131db8', ' ', '81aa0003', ' ', '<*>', ' ', '00000000)', ' ', 'PSR0', '=', '00001f01', ' ', 'PSR1', '=', '<*>', ' ', 'PRXF', '=', '<*>', ' ', 'PIXF', '=', '<*>']",e546f3ab,rts: bad message header: expecting type <*> instead of type <*> (softheader=00131db8 81aa0003 <*> 00000000) PSR0=00001f01 PSR1=<*> PRXF=<*> PIXF=<*>,"['57', '3', '00000002', '00000000', '00000002', '00000007']",rts: bad message header: expecting type 57 instead of type 3 (softheader=00131db8 81aa0003 00000002 00000000) PSR0=00001f01 PSR1=00000000 PRXF=00000002 PIXF=00000007
49,-,1127264866,2005.09.20,R73-M1-NC-I:J18-U11,2005-09-20-18.07.46.603480,R73-M1-NC-I:J18-U11,RAS,APP,FATAL,"['ciod', ':', ' ', 'Error', ' ', 'loading', ' ', '/bgl/apps/SWL/performance/MINIBEN//bandwidth.rts', ':', ' ', 'invalid', ' ', 'or', ' ', 'missing', ' ', 'program', ' ', 'image', ',', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",6f3620a4,"ciod: Error loading <*>: invalid or missing program image, No such file or directory",['/bgl/apps/SWL/performance/MINIBEN//bandwidth.rts'],"ciod: Error loading /bgl/apps/SWL/performance/MINIBEN//bandwidth.rts: invalid or missing program image, No such file or directory"
50,-,1127265034,2005.09.20,R26-M1-N8-I:J18-U01,2005-09-20-18.10.34.811726,R26-M1-N8-I:J18-U01,RAS,APP,FATAL,"['ciod', ':', ' ', 'Error', ' ', 'loading', ' ', '/bgl/apps/SWL/performance/MINIBEN//torus-latency.rts', ':', ' ', 'invalid', ' ', 'or', ' ', 'missing', ' ', 'program', ' ', 'image', ',', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",6f3620a4,"ciod: Error loading <*>: invalid or missing program image, No such file or directory",['/bgl/apps/SWL/performance/MINIBEN//torus-latency.rts'],"ciod: Error loading /bgl/apps/SWL/performance/MINIBEN//torus-latency.rts: invalid or missing program image, No such file or directory"
51,-,1127265314,2005.09.20,R27-M1-N4-I:J18-U01,2005-09-20-18.15.14.037829,R27-M1-N4-I:J18-U01,RAS,APP,FATAL,"['ciod', ':', ' ', 'LOGIN', ' ', 'chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05)', ' ', 'failed', ':', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",4983ff07,ciod: LOGIN <*> failed: No such file or directory,['chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05)'],ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05) failed: No such file or directory
52,-,1127265535,2005.09.20,R23-M1-N8-I:J18-U11,2005-09-20-18.18.55.570301,R23-M1-N8-I:J18-U11,RAS,APP,FATAL,"['ciod', ':', ' ', 'LOGIN', ' ', 'chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05)', ' ', 'failed', ':', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",4983ff07,ciod: LOGIN <*> failed: No such file or directory,['chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05)'],ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.05) failed: No such file or directory
53,-,1127265666,2005.09.20,R54-M1-N4-I:J18-U11,2005-09-20-18.21.06.263282,R54-M1-N4-I:J18-U11,RAS,APP,FATAL,"['ciod', ':', ' ', 'LOGIN', ' ', 'chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.01)', ' ', 'failed', ':', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",4983ff07,ciod: LOGIN <*> failed: No such file or directory,['chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.01)'],ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.01) failed: No such file or directory
54,-,1127265731,2005.09.20,R16-M1-N4-I:J18-U11,2005-09-20-18.22.11.721083,R16-M1-N4-I:J18-U11,RAS,APP,FATAL,"['ciod', ':', ' ', 'LOGIN', ' ', 'chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.08)', ' ', 'failed', ':', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",4983ff07,ciod: LOGIN <*> failed: No such file or directory,['chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.08)'],ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.08) failed: No such file or directory
55,-,1127265777,2005.09.20,R62-M1-N8-I:J18-U01,2005-09-20-18.22.57.490109,R62-M1-N8-I:J18-U01,RAS,APP,FATAL,"['ciod', ':', ' ', 'LOGIN', ' ', 'chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.01)', ' ', 'failed', ':', ' ', 'No', ' ', 'such', ' ', 'file', ' ', 'or', ' ', 'directory']",4983ff07,ciod: LOGIN <*> failed: No such file or directory,['chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.01)'],ciod: LOGIN chdir(/bgl/apps/SWL/performance/MINIBEN///2005.09.20-18.06.01) failed: No such file or directory
56,-,1127356175,2005.09.21,R23-M0-N5-C:J12-U01,2005-09-21-19.29.35.484182,R23-M0-N5-C:J12-U01,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x14123c20', ',', ' ', 'mask', ' ', '0x08']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['29', '0x14123c20', '0x08']","CE sym 29, at 0x14123c20, mask 0x08"
57,-,1127380615,2005.09.22,R63-M1-NA-C:J14-U11,2005-09-22-02.16.55.345135,R63-M1-NA-C:J14-U11,RAS,KERNEL,INFO,"['total', ' ', 'of', ' ', '<*>', ' ', 'ddr', ' ', 'error(s)', ' ', 'detected', ' ', 'and', ' ', 'corrected']",147cfcff,total of <*> ddr error(s) detected and corrected,['1'],total of 1 ddr error(s) detected and corrected
58,-,1127456570,2005.09.22,R57-M0-NB-C:J07-U11,2005-09-22-23.22.50.037439,R57-M0-NB-C:J07-U11,RAS,KERNEL,INFO,"['<*>', ' ', 'ddr', ' ', 'errors(s)', ' ', 'detected', ' ', 'and', ' ', 'corrected', ' ', 'on', ' ', 'rank', ' ', '<*>', ',', ' ', 'symbol', ' ', '<*>', ',', ' ', 'bit', ' ', '<*>']",1840cbfe,"<*> ddr errors(s) detected and corrected on rank <*>, symbol <*>, bit <*>","['1', '0', '35', '1']","1 ddr errors(s) detected and corrected on rank 0, symbol 35, bit 1"
59,-,1127464994,2005.09.23,R35-M1-NE-C:J09-U01,2005-09-23-01.43.14.910997,R35-M1-NE-C:J09-U01,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x022c3fc0', ',', ' ', 'mask', ' ', '0x40']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['26', '0x022c3fc0', '0x40']","CE sym 26, at 0x022c3fc0, mask 0x40"
60,-,1127464998,2005.09.23,R10-M0-N0-C:J06-U01,2005-09-23-01.43.18.801088,R10-M0-N0-C:J06-U01,RAS,KERNEL,INFO,"['total', ' ', 'of', ' ', '<*>', ' ', 'ddr', ' ', 'error(s)', ' ', 'detected', ' ', 'and', ' ', 'corrected']",147cfcff,total of <*> ddr error(s) detected and corrected,['4'],total of 4 ddr error(s) detected and corrected
61,-,1127515927,2005.09.23,R07-M0-ND-C:J16-U01,2005-09-23-15.52.07.594229,R07-M0-ND-C:J16-U01,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x166a9f20', ',', ' ', 'mask', ' ', '0x02']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['27', '0x166a9f20', '0x02']","CE sym 27, at 0x166a9f20, mask 0x02"
62,-,1127592240,2005.09.24,R06-M1-N4-C:J08-U01,2005-09-24-13.04.00.023717,R06-M1-N4-C:J08-U01,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x13d38aa0', ',', ' ', 'mask', ' ', '0x40']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['21', '0x13d38aa0', '0x40']","CE sym 21, at 0x13d38aa0, mask 0x40"
63,-,1127668543,2005.09.25,R66-M1-N1-C:J09-U11,2005-09-25-10.15.43.266674,R66-M1-N1-C:J09-U11,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x0bde77e0', ',', ' ', 'mask', ' ', '0x04']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['15', '0x0bde77e0', '0x04']","CE sym 15, at 0x0bde77e0, mask 0x04"
64,-,1127756818,2005.09.26,R64-M0-NB-C:J14-U01,2005-09-26-10.46.58.701612,R64-M0-NB-C:J14-U01,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x0149a040', ',', ' ', 'mask', ' ', '0x80']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['16', '0x0149a040', '0x80']","CE sym 16, at 0x0149a040, mask 0x80"
65,APPSEV,1127780591,2005.09.26,R27-M0-NC-I:J18-U11,2005-09-26-17.23.11.155275,R27-M0-NC-I:J18-U11,RAS,APP,FATAL,"['ciod', ':', ' ', 'Error', ' ', 'reading', ' ', 'message', ' ', 'prefix', ' ', 'after', ' ', 'LOAD_MESSAGE', ' ', 'on', ' ', 'CioStream', ' ', 'socket', ' ', 'to', ' ', '<*>', ':', ' ', 'Link', ' ', 'has', ' ', 'been', ' ', 'severed']",4f29a595,ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to <*>: Link has been severed,['172.16.96.116:34903'],ciod: Error reading message prefix after LOAD_MESSAGE on CioStream socket to 172.16.96.116:34903: Link has been severed
66,-,1127781971,2005.09.26,R34-M0-N8-I:J18-U11,2005-09-26-17.46.11.092617,R34-M0-N8-I:J18-U11,RAS,KERNEL,INFO,"['ciod', ':', ' ', 'generated', ' ', '<*>', ' ', 'core', ' ', 'files', ' ', 'for', ' ', 'program', ' ', '<*>']",11b69b8b,ciod: generated <*> core files for program <*>,"['128', '/bgl/apps/SWL/stability/DDCMD//ddcMDbglV']",ciod: generated 128 core files for program /bgl/apps/SWL/stability/DDCMD//ddcMDbglV
67,-,1127871900,2005.09.27,R01-M0-N8-C:J02-U11,2005-09-27-18.45.00.453947,R01-M0-N8-C:J02-U11,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x0fa3d060', ',', ' ', 'mask', ' ', '0x08']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['2', '0x0fa3d060', '0x08']","CE sym 2, at 0x0fa3d060, mask 0x08"
68,-,1127960557,2005.09.28,R12-M1-N4-I:J18-U01,2005-09-28-19.22.37.311035,R12-M1-N4-I:J18-U01,RAS,KERNEL,INFO,"['ciod', ':', ' ', 'generated', ' ', '<*>', ' ', 'core', ' ', 'files', ' ', 'for', ' ', 'program', ' ', '/home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts']",11b69b8b,ciod: generated <*> core files for program <*>,"['64', '/home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts']",ciod: generated 64 core files for program /home/spelce1/HPCC_IBM/TomAndJeff/bin/tested_copro/tested_copro.rts
69,-,1128027755,2005.09.29,R03-M1-ND-C:J14-U01,2005-09-29-14.02.35.872055,R03-M1-ND-C:J14-U01,RAS,KERNEL,INFO,"['critical', ' ', 'input', ' ', 'interrupt', ' ', '(unit', '=', '0x0b', ' ', 'bit', '=', '<*>', ':', ' ', 'warning', ' ', 'for', ' ', 'torus', ' ', '<*>', ' ', 'wire']",e8d9174d,critical input interrupt (unit=0x0b bit=<*>: warning for torus <*> wire,"['0x06)', 'y+']",critical input interrupt (unit=0x0b bit=0x06): warning for torus y+ wire
70,-,1128034565,2005.09.29,R20-M1-NB-C:J16-U11,2005-09-29-15.56.05.077911,R20-M1-NB-C:J16-U11,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x0e37bbe0', ',', ' ', 'mask', ' ', '0x40']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['5', '0x0e37bbe0', '0x40']","CE sym 5, at 0x0e37bbe0, mask 0x40"
71,-,1128074784,2005.09.30,R07-M0-N0-C:J09-U01,2005-09-30-03.06.24.049908,R07-M0-N0-C:J09-U01,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x18f28be0', ',', ' ', 'mask', ' ', '0x40']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['4', '0x18f28be0', '0x40']","CE sym 4, at 0x18f28be0, mask 0x40"
72,-,1128090751,2005.09.30,R63-M1-NC-C:J06-U01,2005-09-30-07.32.31.742095,R63-M1-NC-C:J06-U01,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x0397e0e0', ',', ' ', 'mask', ' ', '0x08']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['13', '0x0397e0e0', '0x08']","CE sym 13, at 0x0397e0e0, mask 0x08"
73,-,1128114748,2005.09.30,R11-M1-NE-C:J17-U01,2005-09-30-14.12.28.114880,R11-M1-NE-C:J17-U01,RAS,KERNEL,INFO,"['CE', ' ', 'sym', ' ', '<*>', ',', ' ', 'at', ' ', '0x11b9cc60', ',', ' ', 'mask', ' ', '0x04']",65f23e3e,"CE sym <*>, at <*>, mask <*>","['9', '0x11b9cc60', '0x04']","CE sym 9, at 0x11b9cc60, mask 0x04"
74,-,1128170317,2005.10.01,R73-M0-N4-I:J18-U11,2005-10-01-05.38.37.246285,R73-M0-N4-I:J18-U11,RAS,APP,FATAL,"['ciod', ':', ' ', 'Error', ' ', 'loading', ' ', '<*>', ':', ' ', 'invalid', ' ', 'or', ' ', 'missing', ' ', 'program', ' ', 'image', ',', ' ', 'Permission', ' ', 'denied']",62adcf76,"ciod: Error loading <*>: invalid or missing program image, Permission denied",['/home/spelce1/HPCC_IBM/Urgent/Gunnels/VNM64/vnm.rts'],"ciod: Error loading /home/spelce1/HPCC_IBM/Urgent/Gunnels/VNM64/vnm.rts: invalid or missing program image, Permission denied"
